id,SMILES,Tg,FFV,Tc,Density,Rg,acetamida matches,acetato de etila matches,acetato de metila matches,acetona matches,acetonitrila matches,anidrido benzoico matches,anilina matches,benzamida matches,benzenotiol matches,benzoato de etila matches,benzoato de metila matches,benzofenona matches,benzonitrila matches,brometo de etila matches,butano matches,butanol-1 matches,butanol-2 matches,butanona (metiletilcetona) matches,butirato de etila matches,butirato de metila matches,catecol matches,ciclohexanona matches,ciclopentanona matches,cloreto de metila matches,cresol m- matches,cresol o- matches,cresol p- matches,decano matches,dietilsulfeto matches,dimetilamina matches,dimetilsulfeto matches,etano matches,etanol matches,etanotiol matches,etilamina matches,fenol matches,fluorenona matches,formamida matches,formiato de etila matches,formiato de metila matches,glicerol matches,heptano matches,hexano matches,hexanol-1 matches,hexanona-2 matches,hidroquinona matches,isobutanol matches,laurato de etila matches,laurato de metila matches,metano matches,metanol matches,metanotiol matches,metilamina matches,naftol-1 matches,naftol-2 matches,nitrobenzeno matches,nitrometano matches,nonano matches,octano matches,pentano matches,pentanol-1 matches,pentanona-2 matches,pirocatecol matches,propano matches,propanol-1 matches,propanol-2 matches,propanona matches,propionato de etila matches,propionato de metila matches,propionitrila matches,resorcinol matches,terc-butanol matches,tiofeno matches,trimetilamina matches,alcanos_count,alcohols_count,amidas_count,aminas_count,anidridos_acido_count,cetonas_count,esteres_count,fenois_count,haletos_count,nitrilas_count,nitrocompostos_count,sulfeto_count,tiol_count,peso_molecular,logP,n_atomospesados,n_hdoadores,n_haceptores,tpsa,n_rotatable_bonds
1411288736,*CC(=O)NCCCCCCNC(=O)CC1COC(*)CO1,0.0,0.32963111,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,14,4,0,4,0,0,0,0,0,0,2,0,0,0,6,2,1,0,0,0,0,0,0,0,0,6.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284.35600000000005,0.4277000000000011,20,2,4,76.66000000000001,10
1411415365,*CCOC(=O)c1cc(C(=O)O*)cc(C(C)(C)C)c1,0.0,0.35812909,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,248.27799999999996,2.7296000000000014,18,0,4,52.60000000000001,4
1411771596,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C=C4CCCC(=Cc5ccc(*)cc5)C4=O)cc3)cc2)cc1,0.0,0.37492274,0.0,0.0,0.0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,2,0,6,0,0,1,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,520.6060000000003,6.5494000000000065,38,0,5,69.67000000000002,7
1411897079,*c1ccc(C(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)c4ccc(N5C(=O)CC(SCCOCCSC6CC(=O)N(*)C6=O)C5=O)cc4)cc3)cc2)cc1,0.0,0.34542063,0.0,0.0,0.0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,2,10,2,6,4,2,0,4,0,0,0,0,0,0,0,0,0,0,0,17,4,4,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,764.8780000000003,5.332200000000006,54,0,11,136.59,15
1412120720,*Nc1cccc(NC(=O)c2cccc(C(=O)Nc3ccc(C(=O)NC(*)=S)cc3)c2)c1,0.0,0.33903798,0.0,0.0,0.0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.4620000000001,3.631400000000002,30,4,5,99.32999999999998,6
1412223212,*CC(*)(C)C(=O)OCc1ccc(OCCOCCOCCOCC)c(OCCOCCOCCOCC)c1,0.0,0.35316611,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,11,15,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,21,16,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,528.6390000000005,3.322300000000002,37,0,10,100.14000000000003,26
1412767415,*CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3ccc(S(=O)(=O)c4ccc(O*)cc4)cc3)cc2)cc1,0.0,0.34762026,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,6,7,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,590.6940000000003,5.214400000000005,42,2,8,111.52,15
1412954804,*CC(*)c1ccc(COc2ccc(-c3ccc(-c4ccc(C)cc4)c4nsnc34)cc2)cc1,0.0,0.35943603,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,434.56400000000014,7.470720000000006,32,0,4,35.010000000000005,7
1413330755,*C(=O)Nc1ccc(C(c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc6ccc(Oc7ccc(N8C(=O)c9ccc(*)cc9C8=O)cc7)cc6c5)cc3)C4=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,0.0,0.35976848,0.0,0.0,0.0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,988.8530000000004,11.944399999999986,73,2,8,151.42,11
1413610901,*Oc1ccc(OC(=O)c2cc(OCCCCCCCOCC3CCCN3c3ccc([N+](=O)[O-])cc3)c(C(*)=O)cc2OCCCCCCCOCC2CCCN2c2ccc([N+](=O)[O-])cc2)cc1,0.0,0.35542806,0.0,0.0,0.0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,20,6,0,6,4,0,0,0,0,0,2,4,4,0,0,0,0,0,26,7,0,4,0,0,2,0,0,0,8,6,0,0,16,6,0,0,0,0,0,2,0,0,0,7.0,6.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,909.0459999999995,10.284599999999998,66,0,14,182.28,30
1413611773,*Oc1cc(C)c(*)c(C)c1Br,0.0,0.42901007,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,199.04699999999997,2.08364,10,0,1,9.23,1
1413837140,*CC(*)(C)C(=O)OCSC,0.0,0.36623582,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,2,2,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,2,0,0,0,0,0,3.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,146.21099999999998,1.5455999999999999,9,0,3,26.3,4
1414225049,*CC(*)C(=O)NCC,55.10481694,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.133,0.4278999999999999,7,1,1,29.1,3
1415337639,*CCOCCOCCOCCOC(=O)c1ccc(-c2ccc(-c3ccc(C(=O)O*)cc3)cc2)cc1,0.0,0.3414643,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,476.52500000000015,4.8159000000000045,35,0,7,80.29,15
1415406733,*C(=O)CCCCC(=O)c1ccc(C=C2CCC(=Cc3ccc(*)cc3)C2=O)cc1,197.4539358,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,1,0,9,0,0,1,0,0,0,0,0,0,0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.4480000000001,4.510100000000003,28,0,3,51.21,8
1415457510,*Nc1cc2ccccc2c(-c2cccc(C)c2)c1N*,0.0,0.35472795,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.313,4.5676200000000025,19,2,2,24.06,3
1416739755,*Nc1cccc(C2(c3cccc(N*)c3C)c3ccccc3-c3ccccc32)c1C,0.0,0.371195595,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.48700000000014,6.4189400000000045,29,2,2,24.06,4
1417031371,*CC(*)c1cc(Br)ccc1OC(C)C,0.0,0.4237647,0.124,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,241.128,3.7943000000000024,13,0,1,9.23,4
1417043259,*Nc1ccc(C2=CC(C)(C)[C@H](N*)C(C)(C)C2)cc1,0.0,0.36534008,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,1,0,0,0,0,0,0,10,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.36599999999999,3.8248000000000024,18,2,2,24.06,3
1417054451,*Nc1ccc(/C=C/c2ccc(N*)c(-c3ccccc3)c2-c2ccccc2)cc1,0.0,0.36615587,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360.4600000000001,6.943400000000005,28,2,2,24.06,6
1417361969,*CC(*)c1ccc(C(=O)N2CCCCC2)cc1,0.0,0.37271412,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,5.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.29599999999994,2.870700000000001,16,0,1,20.310000000000002,3
1417768053,*Nc1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(NC(=O)c3ccc4c(c3)Cc3cc(C(*)=O)ccc3-4)cc2)cc1,0.0,0.37694297,0.0,0.0,0.0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.7510000000004,5.453200000000005,44,2,3,58.199999999999996,8
1417800703,*Oc1cccc(N(c2ccccc2)c2ccc(-c3ccc(N(c4ccc(N=Nc5ccc([N+](=O)[O-])cc5)cc4)c4cccc(OC(=O)OCCOCCOC(*)=O)c4)cc3)cc2)c1,0.0,0.37231044,0.0,0.0,0.0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,827.85,12.67779999999998,62,0,13,154.63,18
1417827855,*C(=O)Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(N8C(=O)c9ccc(*)cc9C8=O)cc6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,0.0,0.36551103,0.0,0.0,0.0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,919.9060000000002,9.4158,70,3,9,180.51999999999995,11
1418585210,*CC(*)c1cccc(O)c1,0.0,0.34145083,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,120.15099999999997,1.9502,9,1,1,20.23,2
1418607549,*CC(*)c1ccc(CCl)cc1,0.0,0.38772297,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,152.62400000000002,2.9834000000000014,10,0,0,0.0,3
1418628819,*CC(CO*)(CSC)CSC,0.0,0.41704128,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,1,4,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,178.32199999999997,2.1473000000000004,10,0,3,9.23,7
1419016384,*CC(*)C(=O)OCCN(CC)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2)cc1,0.0,0.0,0.2135,1.12679408,12.43938389,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,7,2,0,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,3.0,3.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,368.3930000000001,4.685100000000005,27,0,7,97.4,10
1419552421,*Nc1ccccc1C(c1ccccc1)(c1ccccc1N)c1ccccc1N*,0.0,0.37480672,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.4640000000001,5.403900000000004,28,3,3,50.08,6
1420611006,*CCCC1(C)CCN(C(=O)CCCC(=O)N2CCC(*)(C)CC2)CC1,0.0,0.3501927,0.0,0.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,0,0,6,0,0,2,0,0,0,0,2,0,0,0,0,0,0,20,0,0,6,0,0,0,0,0,0,8,0,0,0,18,0,0,0,0,0,0,0,0,0,2,6.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.50400000000013,3.8835000000000033,24,0,2,40.620000000000005,7
1420737735,*N[C@@H](CCCC(=O)[C@](N)(CS)C(=O)O)C(=O)[C@@](CS)(N*)C(=O)O,0.0,0.30543387,0.0,0.0,0.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,2,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,11,2,2,8,0,0,0,0,0,0,6,7,2,2,0,2,0,0,12,2,2,3,0,0,0,0,4,5,8,2,2,0,12,4,0,2,0,0,0,0,0,0,0,10.0,7.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,365.4330000000001,-1.763599999999998,23,7,9,158.82,13
1420812496,*OC(COC(=O)c1cc(C(*)=O)cc(C(C)(C)C)c1)COc1ccc(N=Nc2ccc(C#N)cc2)cc1,0.0,0.37044454,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,3.0,5.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,483.52400000000017,6.045980000000006,36,0,8,110.34,10
1421209921,*Oc1ccccc1C(=O)OC(=O)c1ccccc1OC(=O)CCCCCCC(*)=O,0.0,0.33135982,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,1,0,0,2,0,0,0,2,0,2,3,1,0,0,0,0,0,10,3,0,0,0,0,0,0,0,1,4,1,0,0,6,1,0,0,0,0,0,0,0,0,0,8.0,6.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,396.3950000000004,3.8488000000000024,29,0,7,95.97,11
1421320527,*Oc1ccc(CC(NC(=O)CCc2ccc(OC(=O)COCCOCC(*)=O)cc2)C(=O)OC(C)C)cc1,0.0,0.33859086,0.0,0.0,0.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,9,8,0,3,2,0,1,2,1,0,0,0,0,0,0,0,0,0,15,7,0,2,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,1,0,0,0,0,0,3.0,4.0,2.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,513.5430000000005,2.1559,37,1,9,126.46,17
1421392945,*CNC(=O)OCC(OC(=O)NCc1ccc(C(C)(C)c2ccc(*)o2)o1)c1ccco1,0.0,0.34356107,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,9,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,414.41400000000016,3.1666000000000016,30,2,7,116.08,9
1421653372,*OP(=O)(Oc1ccc(C)cc1)Oc1c(C)cc(S(=O)(=O)c2cc(C)c(*)c(C)c2)cc1C,0.0,0.36875805,0.0,0.0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,458.4720000000002,5.282900000000005,31,0,6,78.9,7
1421658168,*Nc1ccc(-c2ccc(Cc3ccccc3)cc2)c(C)c1N*,0.0,0.34585663,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286.37800000000004,5.005220000000003,22,2,2,24.06,5
1421896070,*CCN(*)C(=O)CCCCCCC,0.0,0.37652091,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,1,0,0,0,2,3,0,0,0,0,0,0,10,0,0,2,0,0,0,0,0,1,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.26799999999997,2.607400000000001,12,0,1,20.310000000000002,8
1421909568,*NCCOCCN*,0.0,0.310244355,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.137,-0.8892000000000002,7,2,3,33.29,6
1422009513,*CC(*)C1CCCC1,0.0,0.0,0.2016666666666666,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.173,2.482,7,0,0,0.0,2
1422047403,*C[Si](C)(C)[Si](C)(C)[Si](C)(C)[Si](*)(C)C,0.0,0.44384338,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.65099999999995,3.6080000000000023,13,0,0,0.0,4
1422066716,*c1ccc(-c2ccc(N(c3ccc(OC)cc3)c3ccc4ccc(N(*)c5ccc(OC)cc5)cc4c3)cc2)cc1,0.0,0.43192443,0.0,0.0,0.0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,520.6320000000003,8.770800000000001,40,0,4,24.94,8
